,Date,Weekly Frequency,Contents,Positive,Negative
0,YYYY-00-DD 00:00:SS,0,[],0,1
1,YYYY-00-DD 00:00:SS,0,[],0,1
2,YYYY-00-DD 00:00:SS,1,['아무리 경제발전해도 중국은 중공이다 중국시장 가보신분들 불결함이 일상이고 환경개념도 없는데 관리능력도 의지도 없는 중국공산당 코로나 바이러스로 인구 한쯤 죽어도 눈하나 깜짝하지 않을걸옆나라인게 웬수다'],0,1
3,YYYY-00-DD 00:00:SS,6,"['여기 대만도 사람 많은 장소에선 대부분 마스크를 쓰고 있고연일 방송에선 우한폐렴 코로나 위험을 알리는 중중국인 입국금지도 검토중이라고하지만 일상의 분위기는 아직 춘절연휴중이라서인지 평온', '연휴도 끝나고다시 일상으로 돌아가야 할때네내일은 얼마나 많은 일이 기다리고 있을까 ㅜㅜ다들 코로나 조심하시구 건강하셔요뚱녀 서울오프 뚱녀성애자', '코로나 바이러스 번째 확진입국 후 일주일간 일상생활하다가 일째 격리 일째에 확진판정', '소소한일상 코로나우한폐렴 예방 마스크 종류', '사실 신종코로나 바이러스에 병원측은 생각보다 큰 비상이 걸리지 않았는뎀 워낙 손씻기나 마스크 착용이 일상인 곳이라 보호자 방문제한이나 추적 예방에 신경쓰고 있지 손 잘 씻고 기침은 가리고 하는건 평소에 지킬 사항이니까ㅋㅋ 매번 신종 전염병이 돌면 제노포빅이 앞서는데 고것 참', '신종 코로나 바이러스는 지나치게 조심해도 충분치 못할 수도 있지만 혼란을 키울수 있는 정확하지 않은 정보로 침소봉대 해서도 안될 것입니다 정부와 관계 기관의 대책에 따르고 개인 위생수칙 준수하고 일상에 전념합시다']",5,1
4,YYYY-00-DD 00:00:SS,46,"['드래곤볼 과 드래곤볼 슈퍼 에 나오는 캐릭터 들  불금 코로나 바이러스가 확산인 지금 강해 지길 바래요 천호동 헬스 강아지 고양이 동물 애니 음식 다이어트 일상   소통 김진연 클라크스', '그니까요 코로나 대응 철벽방어로 안심하고 일상 살 수 있다고 문재인 정부에 대한 지지율 신임 높아졌는데민주당은 코로나때문에 지지율 떨어진다고 징징징자한당이랑 동질감 느끼나요', '여행이나 가고싶다망할 코로나섹트 일상', '순천대 신종코로나 대응 학년도 학기 개강 주 연기신입생 오리엔테이션 졸업식 입학식 등 대규모 공식 행사 취소중국인 유학생 입국과 함께 별도 돌봄 공간에서 주간 생활 후 일상 복귀  전남조은뉴스', '제가 이틀전 입국했는데요 한국은 모두가 극도로 조심하고 있어서뭐랄까 공항에선 오히려 안심되더라구요 단 이틀있다보니 코로나내전이 일어난 듯 느껴집니다 같은뉴스의 공포버전이 하루종일 지속되고 모두 코로나 얘기뿐 일상이 두려움이랄까요 월이시면 뭐', '신종 코로나가 소소하게 제 생활에도 영향을 주는 중 어제는 도서 상호 대차 신청해놨는데 관내 도서관 전부 당분간 휴관이라는 연락 받고 오늘은 요번주부터 시작하기로 한 교육이 주일 연기 됐다고 연락 왔네요 이것도 일상 생활 속에서 조금씩 조심하며 지내다 보면 지나가겠지요', '진짜 남자권력의 어마어마함을 느낀다 이와중에 코로나 환자 신상은 여자들만 털리는 것부터 너무나도 일상적인 모든 곳에서 사법 형량의 차이까지 갈 것도 없다 더 웃긴건 남자는 절대 인정 안함 왜냐면 절대 다수가 또 알파가 아니거든', '님이 하실 일은 신종 코로나 확산을 막고 감염된 국민들을 치료하여 무사히 일상으로 돌려보내는 겁니다 이런 인권적인 부분은 시민들이 알아서 할테니 총리는 총리 직분에 맞게 전염병으로부터 국민을 보호하는 일을 하세요 총리가 되어서도 정치만 하려하니 국민으로서 우려가 크고 화가 납니다', '대한통운 배송 문자가 왔는데코로나 때문에 대면배송 어려울 수 있다네요다들 사소한 일상에서 조심하는거 좋으네요', '민주당 이번에 잘했다 코로나로 급감 헌혈 홍보 나서막연한 공포 이겨야민주당과  총선 영입 인사들이 일 신종 코로나바이러스 감염증우한 폐렴 사태로 된서리를 맞은 헌혈 홍보에 나섰다고 전 대변인 역시 각자 일상 속에서 할 수 있는 최선의', '친구와 지인의 통화는 코로나 바이러스에 대한 안부로 시작한다 우리의 바람은 확진자가 늘지 않고 병원에서 치료를 받는 이들이 건강하게 퇴원하는 것 그리하여 환한 봄을 마주하는 것 잔인한 월이 아니라 노란 봄빛을 기다리는 월이 되기를  일상 안부 월 봄', '코로나 공포니 소비 위축이니언론이 더 부추기고 있는 게 맞다위생 원칙 지키면서그냥 일상을 지키는 게 최선', '지금까지 신종코로나 차 차 감염자 양상은 호와 시분이상 식사 및 대화를 했고 나머지는 모두 가족들입니다 일상적으로 생활하는 공간에서 전염된 환자는 없습니다 이는 개인 청결을 철저히하면 예방이 가능하다는거구요 일상생활에서의 필요이상 공포도 가지지않으셔도 됩니다', '최근 신종 코로나 확산으로 일상 풍경이 바뀌고 있음 악수는 눈인사로 대체되고 모임과 회식도 크게 줄어듦 카페에서 공부하는 카공족도 눈에 띄게 감소 코인노래방과 방 등에도 손님이 급감하는 모습임 졸업식 입학식도 속속 취소되고 있음 매세지', '후베이성 인구 만 년 기준이다현재 기준으로 약 만 명 내외신종 코로나로 인하여 약 주간 현재까지 사망자 약 명후베이성에서 일상사로 주간 사망한 사람 수의 퍼센트도 안되는 수치다진짜 무서운 병은 위기를 조장하는 언론이고 거짓을 퍼트리는 정치권이다', '코로나 바이러스 대응에 대한 두리뭉실한 예상은 퇴치가 비현실적이기 때문에 강한 조치들이 지속불가능한 수준에 도달하면서 잠정적으로 일상적 유행병으로 받아들이고 반쯤 포기하게 되는 것 치명성이 낮다는 것도 이미지 개선을 거친 뒤 연착륙 할 여지를 준다 봄', '집 밖은 위험해신종코로나가 평범했던 일상을 바꿨다 ', '코로나조심한단 핑계로 할머니집에서일째 칩거중나가놀구시포섹트 일상', '왜 돌아섰을까요돌아섰다면 최근의 핫이슈 코로나바이러스검찰대립 두 개 일텐데코로나 문제든 검찰 문제든 여론의 키를 조정하는건 언론이다근데 그 언들이 어캐 보도했지본질을 움직이면 나머지 곁가지들은 따라가기마련잘하고 원칙대로하고도 욕먹는게 일상이면 답이없다', '년 월 일 월 뉴스파이터 다시보기  내일부터 후베이성 방문자 입국 금지신종 코로나 일상접촉도자가격리 ', '엑소가 너무 보고 싶은데 한국 스케줄  아냐 코로나 때문에 위험해 그래도 보고 싶어 일상이 지루해', ' 계엄령을 내린다  아무도 중국에서 못오게한다  중국에같다온사람들은 누구든지 무인도에서 천막치고 일 사진관 신종 코로나가 가져온 일상의 변화 ', '밀접일상 구분없이 접촉자 전원 격리신종 코로나 지침 변경  경향신문', '코로나 바이러스가 기획과 행사에 미치는 영향 으마으마으마해평범한 일상이 얼마나 아름다운지 다시한번 깨닫는 시간은 이정도로 하고 나의 경제활동도 어서 재개되었음 좋겠다', '신종 코로나 대응지침 변경확진자 일상접촉자도 자가격리  ', '발열기침 중국 입국자 전원 신종코로나 검사환자 접촉자 전원 자가격리밀접일상 접촉 구분 없애중국발 입국자 대상 검사 확대 신종 코로나 중국', '운동도 종교활동도 하기 힘들다 신종 코로나 바이러스가 바꿔놓은 일상신종코로나 일상 운동 종교활동 헬스', '접촉자 전원 격리대 관리새 신종코로나 지침 마련 출처  연합뉴스  네이버 뉴스  일상밀접 접촉자 구분 없애확진자  내 접촉 시 자가격리', '신종코로나 번 확진자안정적 일상 생활 가능보 출처  이데일리  네이버 뉴스 ', '신종 코로나 대응지침 변경확진자 일상접촉자도 자가격리', '신종코로나 접촉자 밀접일상 구분 없애고 격리 조치한다기사 보기 ', '오늘의  귀염뽀짝 김예슬님인스타에서 활동중이세여핸디 핸디리트윗 및 팔로우 부탁드립니다  는 아름다운 청춘의 지금 이 순간 소중한 한컷을저장합니다 학생 일상 귀염 소통 좋아요 폐렴 코로나조심 코로나', '개학 이틀 만에 초등학교 휴업 단체행사 줄취소 신종 코로나가 일상을 바꾸고있다 ', '신종 코로나가 바꾼 일상 영화관도 번화가도 한산 남도일보 신종코로나 충장로', '신종 코로나 비상밀접 접촉자  일상 접촉자의기준 ', '신종 코로나 비상밀접 접촉자  일상 접촉자의 기준 ', '코로나가 와도 오늘의 운동 일상 복붙을 잊지않을 우리오빠', '대인원이 몰리기 때문에 단 한 사람이라도 우한 코로나 확진자나 의심환자가 생긴다면 꼼짝없이 밀접일상 접촉자가 대규모로 생기게 됩니다소속사 측도 이점 고려하여 좀 더 방역을 보강하고 특히 우려와 불안으로 취소 희망자들을 위해 취소 수수료 면제 등으로 해결했으면 합니다', '전세기를 전세기라 못하고임시 항공편이라 부르고우한폐렴을 우한폐렴이라 못하고신종 코로나라 부르는어느 찌질이 악당의 일상', '나는 이제 둘이 호텔에 있든 다른데로 갔든 상관없고 슬슬 이 춘절과 코로나를 틈탄 사랑의 도피가 어떻게 끝이날지가 궁금함좋은 일은 아니지만 마침 어케 딱  중국 연예계가 올스탑 돼버렸잖음 먼가 진짜 뜻밖의 휴식이긴 할듯 근데 이제 여기서 어떻게 일상으로 복귀할 거냐고 너희들', '우한폐렴 아니고 얘들아 신종코로나 바이러스 부천과 서울 맞닿은 김포공항도 가까운 곳에 사는  서울시민 외출시 마스크 쓰고 손씻기 잘하고 일상 생활 잘 하고 있어요 수경끼고 서울  오기 보다는 마스크 끼고 오셩  뭔 우한 외국인이 수경 끼고 외출 하는 유튭 넘 본듯', '일상브이로그 찍겠다고 조각 영상을 찍기 시작했눈데올해 목표 기록의 인간 코로나로 나갈수가 없떠나가기 무서워', '사실 코로나를 대하는 사람들의 태도는 지금도 의아하다 정확히는 사람들이 두려워하는 그 대상이 구체적으로 뭐지 싶다 사망할까봐 걱정하는 것인가 아님 질병에 걸려 일상에 차질이 생기는게 너무 싫은 것인가', '좀비상태 까지는 몰겄고 그냥 나갈때 마스크 챙기고 손 소독제 들고다니고 사람들하고 접촉할 수 있는 곳은 왠만하면 피해다니는 정도가족이나 지인중에 감기기운있으면 코로나 아닌가하고 의심하는정도 확진자 이동경로 포함안된 쪽은 그냥 일상에서 청결이 더욱 강조되는 정도얌', '레스뽀아뒤이부 코로나 때문인지 레스토랑 통째로 당신을 위해 빌렸따 프랑스 요리 일상 좋아요     선팔 맞팔 소통 소통해요 에스까르고 처음 먹어봤어요 달팽이 맛은 골뱅이보다 연한맛이었어요    ', '연합뉴스는 불안감이 국민일상에 파고들고 있으면 그걸 해소할 생각을 하던가 헤드라인을 저렇게 악의적으로 써놓으면 어떡하냐 수년째 국내 거주 중인 개월내 중국 방문하지도 않았고 확진자 접촉도 안한 사람이 무슨 수로 신종 코로나 바이러스에 걸려']",19,27
5,YYYY-00-DD 00:00:SS,60,"['회식 안하고 문화센터 안가고 신종코로나가 바꾼 일상', '코로나 바이러스 대처 하는 모습 보면 내가 좋아하는 한국의 모습이 보여서 좋다 나는 참여하지 않았지만 평화시위 할 때도 그렇고 단합해서 뭔가 이루려고 하고 이루어내면 뒷정리 싹 해서 서로의 일상으로 흩어지는 사람들', '여주대 졸업 졸업 졸업식  다사다난했던년 학사모사진   년생 일상 신종코로나땜에 졸업식은 취소 되었지만 친구들이랑 마지막으로 학교와서 학사모 쓰고 사진 찍었다  여주대학교  ', '코로나 때문에 나의 모든 덕질이 가로 막혔어  내 의지와 상관없이 돈을 절약하고 있네  그지같은 일상에 귀환잃고 비보 하나보고 있었는데 ㅜ', '문재인 대통령이 남대문시장을 방문하자 상인들은 신종코로나로 관광객이 줄어 너무 어렵다고 호소했습니다 문 대통령은 과도한 불안감을 떨치고 국민들이 빨리 일상에서 활동해달라고 요청했습니다', '코로나 관리는 철저히 하되 이제 일상으로 돌아갔으면', '이건 행복이란 뜻이야 신종 코로나때문에 집에 갇힌 유치원생의 애환     아들스타그램 육아 건반 키보드 일상   ', '코로나 이틀째 신규확진 없어국내환자 총 명퇴원 명  개인청결에 좀 더 신경쓰면서 평소의 일상으로 돌아가야지 지나치게 움츠리다가는 기업도 자영업자도 거덜날 듯국민불안을 조성해서 정권 헐뜯기 이용하려는 기레기와 자유왜구당으로서는 안타깝겠지만', '코로나 국내확진환자 명 중 명이 퇴원했고 나머지 명의 환자 상태도 모두 안정적이라고 합니다번째와 번째 환자는 특별한 치료없이 완치되었고 기저질환이 있는 고위험도군 환자도 항바이러스제 투여가 효과적이었습니다이제 일상으로 복귀를 기대합니다', '출근길에 매일 마주치는 아마 운동하러 가는 사람있다 코로나 사태 이후 한 번도 마주친 적 없었는데 오늘 출근길에 마주침 약 주만에 이 사태를 일상으로 받아들인 듯 느낌 상 마스크 안 쓰는 사람들도 한 둘 느는 거 같고', '문 대통령 남대문 시장 방문경제위축 극복 독려  시종코로나 바이러스 이기는 방법은 개인위생과 정상적 일상 경제활동 입니다 ', '문대통령 코로나 과도한 불안 떨치고 일상 경제활동 해줘야', '현장 영상 문재인 대통령 신종 코로나 불안감 떨쳐내고 일상활동 나서야신종 코로나바이러스 사태 이후 두 번째로 전통시장을 찾아 감염에 대한 우려로 위축되고 있는 국민들의 경제활동을 독려현재 감염 상황으로 볼 때 지나치게 위축될 필요가 없다면서 정상적인 일상생활을 당부했습니다', '문대통령 코로나에 지나치게 불안해할 필요 없단 것 확인돼남대문시장 상인 격려불안감 떨치고 일상적 소비활동 하는 게 근본대책경제 좋아지던 기미 보이던 중 어려움 겪어 안타깝다중국인 관광객  가까이 줄어관광 다시 활기 찾도록 최선', '코로나 속보경기도 번확진환자퇴원수 시 기준번 확진환자는 진단 검사 결과 회 연속 음성 판단이 나 격리해제되어 퇴원했습니다 경기도는 확진환자와 격리자 모두 일상으로 무사히 돌아가도록 더욱 힘쓰겠습니다관련 소식 자세히 보기', '중소상인 살릴려고 애쓰는 대통령문 대통령 남대문 시장 방문경제위축 극복 독려 신종코로나 관련 네 번째 현장행보어묵떡고려인삼 구입상인회와 오찬 간담회청 국민들 안심하고 일상 경제활동 전념 당부', '신종코로나 관련 네 번째 현장행보어묵떡고려인삼 구입상인회와 오찬 간담회청 국민들 안심하고 일상 경제활동 전념 당부문 대통령 남대문 시장 방문경제위축 극복 독려  다음 뉴스 ', '문재인대통령님사랑합니다 문 대통령 남대문 시장 방문경제위축 극복 신종코로나 관련 네 번째 현장행보어묵떡고려인삼 구입상인회와 오찬 간담회청 국민들 안심하고 일상 경제활동 전념 당부', '성남시분당도서관정자역작은도서관새간판변신코로나가 물러가고 예전처럼 평온한 일상으로 돌아가면 출퇴근길에 정자역 작은도서관에 새로 바뀐 간판도 한번 구경해보시고 도서관에 들러 책 한권 보시길 권장해드립니다', '신종코로나 바이러스로 인해 전 국민이 불안감이 큽니다 하지만 우리 정부는 체계적인 대응을 하며 사망자없이 명의 완쾌 환자를 퇴원시키고 있습니다 어려운 시기이지만 우리국민들도 일상적인 생활을 하며 어려운 시기를 함께 슬기롭게 극복해 나갑시다', '이른 아침 헬쓰클럽에서 운동하는 사람이 다시 많아지는 걸 보니  일상에서 신종 코로나 바이러스에 대한 공포는 서서히 줄어들고 있는 것 같네요 이전과 달라진 점은 수시로 손세정제로 소독하고 운동하는 모습입니다 뜻하지 않은 긍정적 효과지만 얼마나 갈지는 ', '오늘 독일엔 태풍 불어서 한국은 기생충 상 받아서 그나마 코로나 바이러스 뉴스는 좀 덜 나오고  다른방면에서 떠들썩하지만 태풍은 금방 지나갈거고 아카데미 상에는 내가 탄건 아니지만 기분 좋은 떠들썩 이런 일상적인 뉴스를 더 보고싶다 중국에서 어서 수그러들기를 ', '국내 감염자가 세자리 수 넘었는데 행사가 취소되는 것도 아니고 공공장소 소독하는 것도 아니고 너무나도 평화로운 일상이 펼쳐지고 있다는 이번 코로나 사태에 대한 우리 정부 대응 태연해도 너무 태연한 거 아님', '하루 빨리 코로나 사태가 진정되어 여러분 모두 건강하게 일상으로 돌아갈 수 있도록 끝까지 최선을 다하겠습니다 추위에 건강 잘 챙기시고 좋은 한 주 되시기 바랍니다 감사합니다', '나  사람만나고싶어 흑흑 코로나가 내 일상을 망쳤어', '문대통령은 오늘 수석보좌 관회의를 주재코로나감염증 확산으로 지역 및 국가 경제가 침체되고 있다는 우려가 커짐에 따라 오늘 회의에서는 국민들의 일상 경제활동이 더이 상 위축되지 않아야 한다는 메시지와 국가 방 역 체계를 더 확고히 다잡을 수 있도록 관련 기관과 지자체 등에 당부', '언론이나 정치권에서 공포심을 자극하거나 선동적 언사를 안 썼으면 좋겠다 신종 코로나는 충분히 막을 수 있다 일상에서 손 잘 씻고 마스크를 착용하면 거의  문제가 없다 ', '도쿄 간 친구가 여기는 코로나 영향 없는 나라 같아 이중적인데 마스크 쓰고 손 잘 씻고 예방 잘하는 것은 좋은데 이 코로나 바이러스가 내 일상을 잡아 먹지 않았으면 좋겠는 것 덜 병적으로 구는 사회가 됐으면 좋겠는거 이럴 때 일본이 가끔 부러운 거', '교토에 잠시 출장 마스크가 일상화 돼있는 나라인데 우리나라보다 마스크한 사람이 더 적은데다 다들 덴탈마스크 우리나라 언론이 신종코로나로 얼마나 공포마케팅 중인지 확인하는 느낌이다 물론 조심해야 한다고는 생각', '문재인이 일 신종 코로나 바이러스 감염증우한 폐렴에 대해 일상생활에서 필요한 경제활동이나 소비활동은 위축됨이 없이 평소대로 해주셔도 되겠다는 것이 확인되고 있다고 말했다속보대통령 일상 경제소비활동 평소대로 해도 될것 ', '대통령 신종 코로나 감염돼도 충분히 극복 이젠 인식해야 출처  조선일보  네이버 뉴스  본인이야 에서 편하겠지만 일반 국민은 얼마나 힘든지를 모르나보다 감염되면 최소 주정도 일상이 중단된다 일반인들이 반달을 쉬면 어찌되는지 정녕 모르나', '문대통령은 신종코로나 사태와 관련해 이질병은대한민국 사회가 충분히 관리할수있고 극복할수 있는 사실을 분명히 확인된것 같다축제처럼 사람들이 많은 행사는 가급적 자제해야 하나일상에서 필요란 경제활동이나 소비활동은평소대로 해주셔도 되겠다', '배달 음식 문 앞에 놔주세요혁신도시 일상 바꾼 신종코로나출처  중앙일보  네이버  배달음식 문 앞에 놔두는게 기사분들께 좋은거 아닌가요 엘리베이터 기다리는동안 다른분이 사용해서 늦게 이동해서 다른콜 받기도 어려워서 놓칠수도 있을텐데', '코로나땜에 마스크쓰다보니 요새 화장도 대충하는데 이게 진짜 개편함잠잠해져도 다들 마스크끼는게 일상화되면 좋겠다', '박물관 휴관시험 연기여행 취소코로나가 바꾼일상 ', '분당분들은 질본의 신종 코로나 환자 동선 공개를 차분히 기다리며 받아들이고 일상 생활 잘 하고 있음을 알리는데 도지사란 것이 지 사택있는 동네의 공포와 혼란을 조장하네', '박물관 휴관시험 연기여행 취소코로나가 바꾼일상 ', '분당분들은 질본의 신종 코로나 환자 동선 공개를 차분히 기다리며 받아들이고 일상 생활 잘 하고 있음을 알리는데 도지사란 것이 지 사택있는 동네의 공포와 혼란을 조장하네', '썰렁신종코로나의 위력아침에  드린 예배당도 텅텅사람으로 북적대던롯데시네마 건대점도 썰렁아 빨리 일상으로  돌아오길신종코로나 예배당롯데시네마건대입구완전썰렁하다 빨리이사태가빨리끝나길 우울그램 히트맨    ', '신종코로나 골절치통 환자에도 불똥진료거부에 환자핑퐁도  중국 다녀와서배우자가 중국인이라 진료거부 사유도 다양복지부 의심증상 없으면 일상적 진료 해야의료기관에 대응지침 하달', '신종코로나가 확 바꾼 우리 일상손잡이 접촉기피알코올 휴대  배달음식도 시켜 먹지 않는다 목욕탕 백화점 영화관 같은 곳은 가지 않는다 아기 때문에 현관 밖을 제목 외 내용 주소표시줄 클릭하세요 ', '오늘은 정월대보름 검은하늘에 보름달이 휘엉청 떴어요팍팍한 일상의 삶도신종 코로나도잠시 내려 놓고부럼을 안주삼아 귀밝이 술 한잔씩 드세요노사연의 님그림자 가사휘엉한 달빛아래 님 뒤로 긴 그림자 밟을날 없네가 생각나네요경자년 쥐띠해 좋은일들 마니마니 생기시길', '신종 코로나 사태가 우리의 일상을 바꾸고 있지요 오늘 전국에서 치러진 자격증 시험장에서도 그랬습니다 수험생들이 마스크를 쓰는 건 물론이고 발열과 소독 검사는 필수 관문이 됐습니다 아예 채용을 미룬 기업도 있습니다', '사촌 내 혈육 동생들 우르르 만나서 마스크 선물하고 손 씻는 방법이랑 일상에서 감염을 예방하기 위한 행동수칙 교육하러 가는 길 신종코로나가 장기전이 될 거라는 전망이 점점 강해지는 추세 같다', '신종코로나가 확 바꾼 우리 일상손잡이 접촉기피알코올 휴대많은 분들이 말씀하신 것처럼 시간이 지남에 따라 피로도가 증가하여 위생감각이 무뎌질 텐데 이번 기회에 화장실 문이랑 수전이라도 손을 사용하지 않는 설비가 많이 보급되면 좋겠다  ', '소소한일상 서울시  전국 코로나 검사 진료소 위치', '신종코로나가 확 바꾼 우리 일상손잡이 접촉기피알코올 휴대 출처  무역창업 성공 비밀노트  네이버 카페   마스크와 장갑은 필수', '신종코로나가 확 바꾼 우리 일상손잡이 접촉기피알코올 휴대손 소독제 품귀현상이 일자 소독용 알코올을 대체재로 들고 다닌다는 사람 엘리베이터 버튼을 누를 때 지문 쪽이 아닌 손가락 뒤 마디 부분으로 누른다는 사람 등 자구책도 각양각색입니다', '코로나 바이러스빠른퇴치와 건강한일상이 되길', '가드웨어 덴탈 황사 미세먼지 방진 방역 코로나 바이러스 예방 일상 자전거 일회용 ', '일상 파고 든 신종코로나 백화점마트 등 문 닫고 대대적 방역 ', '아 젠장할 유럽 엔지니어가 코로나 바이러스 때문에 무섭다고 일정을 미뤘다 반드시 다음주에 들어와야 하는데 유럽 회사에 항의하는데 그 유럽 직원이 자기 보내면 사표 쓴다고 배수의진 헐 일상 바이러스', '필수품 된 마스크 신종 코로나 감염증이 바꿔놓은 일상 출처  한국일보  네이버 뉴스 ', '고통과 위험을 피하고자 하는 건 사람들이라면 같은 마음 일테다 하지만 코로나로 인해 어떤 시련과 인내를 마다않겠가며 심지어는 죽기를 각오했던 일상마저 잊혀지는 건 아닌지 손씻기와 마스크 착용등등 예방법도 있고 정부의 대처도 긍정적이라면 지킬 것을 지켜가며 공포감을 조금', '신종코로나가 바꿔놓은 일상들이 너무많군 적응이안돼', '코로나 때문에 답답한 일상 보검님이 권하는 콜라로 날려보냅니다 건강하시고 고맙습니다', '감기와 똑 닮은 신종코로나 전문가들도 구분 어렵다  대한감염학회 전문가가 말하는 신종코로나초기 증상 경미 일상 접촉자 여명 늘어에이즈 치료제 사용 과학적 근거 아직 없어', '이제 우울함이 사라지고 신종 코로나 바이러스를 일상으로 받아들이기 시작한 것 같다 날마다 괴롭고 우울해하기만 하면 일상을 영위할 수 없어 나름대로의 명랑함을 유지해야 한다', '보내줘 여행 ㅠㅠ코로나 없어지면 바로간다섹트 일상', '코로나바이러스가 일상을 바꿉니다선거운동도 예외가 아닙니다불편해도 괜찮습니다확산방지를 위해우리는 힘을 보탭니다그러나 가짜뉴스 때문에 발생한 불편은 참기 힘듭니다가짜뉴스를 퍼트리는 사람은일벌백계해야 합니다가짜뉴스가짜뉴스일벌백계민중당 윤민호']",32,28
